Line#,Time,R1,G1,B1,R2,G2,B2,SELECT,CLK,LAT,OE
30424,-1381700,0,0,0,0,0,0,02,1,0,0
30425,-1381660,0,0,0,0,0,0,03,0,0,0
30426,-1381620,0,0,0,0,0,0,03,1,0,0
30427,-1381580,0,0,0,0,0,0,03,0,0,0
30428,-1381540,0,0,0,0,0,0,03,1,0,0
30429,-1381500,0,0,0,0,0,0,03,0,0,0
30430,-1381460,0,0,0,0,0,0,03,1,0,0
30431,-1381420,0,0,0,0,0,0,03,0,0,0
30432,-1381380,0,0,0,0,0,0,03,1,0,0
30433,-1381340,0,0,0,0,0,0,03,0,0,0
30434,-1381300,0,0,0,0,0,0,03,1,0,0
30435,-1381260,0,0,0,0,0,0,03,0,0,0
30436,-1381220,0,0,0,0,0,0,03,1,0,0
30437,-1381180,0,0,0,0,0,0,03,0,0,0
30438,-1381160,0,0,0,0,0,0,03,0,0,1
30439,-1381140,0,0,0,0,0,0,03,1,0,1
30440,-1381100,0,0,0,0,0,0,03,0,0,1
30441,-1381060,0,0,0,0,0,0,03,1,0,1
30442,-1381020,0,0,0,0,0,0,03,0,0,1
30443,-1380980,0,0,0,0,0,0,03,1,0,1
30444,-1380940,0,0,0,0,0,0,03,0,0,1
30445,-1380900,0,0,0,0,0,0,03,1,0,1
30446,-1380860,0,0,0,0,0,0,03,0,0,1
30447,-1380830,0,0,0,0,0,0,03,0,0,0
30448,-1380820,0,0,0,0,0,0,03,1,0,0
30449,-1380780,0,0,0,0,0,0,03,0,0,0
30450,-1380740,0,0,0,0,0,0,03,1,0,0
30451,-1380700,0,0,0,0,0,0,03,0,0,0
30452,-1380660,0,0,0,0,0,0,03,1,0,0
30453,-1380620,0,0,0,0,0,0,03,0,0,0
30454,-1380580,0,0,0,0,0,0,03,1,0,0
30455,-1380540,0,0,0,0,0,0,03,0,0,0
30456,-1380500,0,0,0,0,0,0,03,1,0,0
30457,-1380460,0,0,0,0,0,0,03,0,0,0
30458,-1380420,0,0,0,0,0,0,03,1,0,0
30459,-1380380,0,0,0,0,0,0,03,0,0,0
30460,-1380340,0,0,0,0,0,0,03,1,0,0
30461,-1380300,0,0,0,0,0,0,03,0,0,0
30462,-1380260,0,0,0,0,0,0,03,1,0,0
30463,-1380220,0,0,0,0,0,0,03,0,0,0
30464,-1380180,0,0,0,0,0,0,03,1,0,0
30465,-1380140,0,0,0,0,0,0,03,0,0,0
30466,-1380100,0,0,0,0,0,0,03,1,0,0
30467,-1380060,0,0,0,0,0,0,03,0,0,0
30468,-1380020,0,0,0,0,0,0,03,1,0,0
30469,-1379980,0,0,0,0,0,0,03,0,0,0
30470,-1379940,0,0,0,0,0,0,03,1,0,0
30471,-1379900,0,0,0,0,0,0,03,0,0,0
30472,-1379860,0,0,0,0,0,0,03,1,0,0
30473,-1379820,0,0,0,0,0,0,03,0,0,0
30474,-1379780,0,0,0,0,0,0,03,1,0,0
30475,-1379740,0,0,0,0,0,0,03,0,0,0
30476,-1379700,0,0,0,0,0,0,03,1,0,0
30477,-1379660,0,0,0,0,0,0,03,0,0,0
30478,-1379620,0,0,0,0,0,0,03,1,0,0
30479,-1379580,0,0,0,0,0,0,03,0,0,0
30480,-1379540,0,0,0,0,0,0,03,1,0,0
30481,-1379500,0,0,0,0,0,0,03,0,0,0
30482,-1379460,0,0,0,0,0,0,03,1,0,0
30483,-1379420,0,0,0,0,0,0,03,0,0,0
30484,-1379380,0,0,0,0,0,0,03,1,0,0
30485,-1379340,0,0,0,0,0,0,03,0,0,0
30486,-1379300,0,0,0,0,0,0,03,1,0,0
30487,-1379260,0,0,0,0,0,0,03,0,0,0
30488,-1379220,0,0,0,0,0,0,03,1,0,0
30489,-1379180,0,0,0,0,0,0,03,0,0,0
30490,-1379140,0,0,0,0,0,0,03,1,0,0
30491,-1379100,0,0,0,0,0,0,03,0,0,0
30492,-1379060,0,0,0,0,0,0,03,1,0,0
30493,-1379020,0,0,0,0,0,0,03,0,0,0
30494,-1378980,0,0,0,0,0,0,03,1,0,0
30495,-1378940,0,0,0,0,0,0,03,0,0,0
30496,-1378900,0,0,0,0,0,0,03,1,0,0
30497,-1378860,0,0,0,0,0,0,03,0,0,0
30498,-1378820,0,0,0,0,0,0,03,1,0,0
30499,-1378780,0,0,0,0,0,0,03,0,0,0
30500,-1378740,0,0,0,0,0,0,03,1,0,0
30501,-1378700,0,0,0,0,0,0,03,0,0,0
30502,-1378660,0,0,0,0,0,0,03,1,0,0
30503,-1378620,0,0,0,0,0,0,03,0,0,0
30504,-1378580,0,0,0,0,0,0,03,1,0,0
30505,-1378540,0,0,0,0,0,0,03,0,0,0
30506,-1378500,0,0,0,0,0,0,03,1,0,0
30507,-1378460,0,0,0,0,0,0,03,0,0,0
30508,-1378420,0,0,0,0,0,0,03,1,0,0
30509,-1378380,0,0,0,0,0,0,03,0,0,0
30510,-1378340,0,0,0,0,0,0,03,1,0,0
30511,-1378300,0,0,0,0,0,0,03,0,0,0
30512,-1378260,0,0,0,0,0,0,03,1,0,0
30513,-1378220,0,0,0,0,0,0,03,0,0,0
30514,-1378180,0,0,0,0,0,0,03,1,0,0
30515,-1378140,0,0,0,0,0,0,03,0,0,0
30516,-1378100,0,0,0,0,0,0,03,1,0,0
30517,-1378060,0,0,0,0,0,0,03,0,0,0
30518,-1378020,0,0,0,0,0,0,03,1,0,0
30519,-1377980,0,0,0,0,0,0,03,0,0,0
30520,-1377940,0,0,0,0,0,0,03,1,0,0
30521,-1377900,0,0,0,0,0,0,03,0,0,0
30522,-1377860,0,0,0,0,0,0,03,1,0,0
30523,-1377820,0,0,0,0,0,0,03,0,0,0
30524,-1377780,0,0,0,0,0,0,03,1,0,0
30525,-1377740,0,0,0,0,0,0,03,0,0,0
30526,-1377700,0,0,0,0,0,0,03,1,0,0
30527,-1377660,0,0,0,0,0,0,03,0,0,0
30528,-1377620,0,0,0,0,0,0,03,1,0,0
30529,-1377580,0,0,0,0,0,0,03,0,0,0
30530,-1377540,0,0,0,0,0,0,03,1,0,0
30531,-1377500,0,0,0,0,0,0,03,0,0,0
30532,-1377460,0,0,0,0,0,0,03,1,0,0
30533,-1377420,0,0,0,0,0,0,03,0,0,0
30534,-1377380,0,0,0,0,0,0,03,1,0,0
30535,-1377340,0,0,0,0,0,0,03,0,0,0
30536,-1377300,0,0,0,0,0,0,03,1,0,0
30537,-1377260,0,0,0,0,0,0,03,0,0,0
30538,-1377220,0,0,0,0,0,0,03,1,0,0
30539,-1377180,0,0,0,0,0,0,03,0,0,0
30540,-1377140,0,0,0,0,0,0,03,1,0,0
30541,-1377100,0,0,0,0,0,0,03,0,0,0
30542,-1377060,0,0,0,0,0,0,03,1,0,0
30543,-1377020,0,0,0,0,0,0,03,0,0,0
30544,-1376980,0,0,0,0,0,0,03,1,0,0
30545,-1376940,0,0,0,0,0,0,03,0,0,0
30546,-1376900,0,0,0,0,0,0,03,1,0,0
30547,-1376860,0,0,0,0,0,0,03,0,0,0
30548,-1376820,0,0,0,0,0,0,03,1,0,0
30549,-1376780,0,0,0,0,0,0,03,0,0,0
30550,-1376740,0,0,0,0,0,0,03,1,0,0
30551,-1376700,0,0,0,0,0,0,03,0,0,0
30552,-1376660,0,0,0,0,0,0,03,1,0,0
30553,-1376620,0,0,0,0,0,0,03,0,0,0
30554,-1376580,0,0,0,0,0,0,03,1,0,0
30555,-1376540,0,0,0,0,0,0,03,0,0,0
30556,-1376500,0,0,0,0,0,0,03,1,0,0
30557,-1376460,0,0,0,0,0,0,03,0,0,0
30558,-1376420,0,0,0,0,0,0,03,1,0,0
30559,-1376380,0,0,0,0,0,0,03,0,0,0
30560,-1376340,0,0,0,0,0,0,03,1,0,0
30561,-1376300,0,0,0,0,0,0,03,0,0,0
30562,-1376260,0,0,0,0,0,0,03,1,0,0
30563,-1376220,0,0,0,0,0,0,03,0,0,0
30564,-1376180,0,0,0,0,0,0,03,1,0,0
30565,-1376140,0,0,0,0,0,0,03,0,0,0
30566,-1376100,0,0,0,0,0,0,03,1,0,0
30567,-1376060,0,0,0,0,0,0,03,0,0,0
30568,-1376020,0,0,0,0,0,0,03,1,0,0
30569,-1375980,0,0,0,0,0,0,03,0,0,0
30570,-1375940,0,0,0,0,0,0,03,1,0,0
30571,-1375900,0,0,0,0,0,0,03,0,0,0
30572,-1375860,0,0,0,0,0,0,03,1,0,0
30573,-1375820,0,0,0,0,0,0,03,0,0,0
30574,-1375780,0,0,0,0,0,0,03,1,0,0
30575,-1375740,0,0,0,0,0,0,03,0,0,0
30576,-1375700,0,0,0,0,0,0,03,1,0,0
30577,-1375660,0,0,0,0,0,0,03,0,0,0
30578,-1375620,0,0,0,0,0,0,03,1,0,0
30579,-1375580,0,0,0,0,0,0,03,0,0,0
30580,-1375540,0,0,0,0,0,0,03,1,0,0
30581,-1375500,0,0,0,0,0,0,03,0,0,0
30582,-1375460,0,0,0,0,0,0,03,1,0,0
30583,-1375420,0,0,0,0,0,0,03,0,0,0
30584,-1375380,0,0,0,0,0,0,03,1,0,0
30585,-1375340,0,0,0,0,0,0,03,0,0,0
30586,-1375300,0,0,0,0,0,0,03,1,0,0
30587,-1375260,0,0,0,0,0,0,03,0,0,0
30588,-1375220,0,0,0,0,0,0,03,1,0,0
30589,-1375180,0,0,0,0,0,0,03,0,0,0
30590,-1375140,0,0,0,0,0,0,03,1,0,0
30591,-1375120,0,0,0,0,0,0,07,1,0,0
30592,-1375110,0,0,0,0,0,0,04,1,0,0
30593,-1375100,0,0,0,0,0,0,04,0,0,0
30594,-1375060,0,0,0,0,0,0,04,1,0,0
30595,-1375020,0,0,0,0,0,0,04,0,0,0
30596,-1374980,0,0,0,0,0,0,04,1,0,0
30597,-1374940,0,0,0,0,0,0,04,0,0,0
30598,-1374900,0,0,0,0,0,0,04,1,0,0
30599,-1374860,0,0,0,0,0,0,04,0,0,0
30600,-1374820,0,0,0,0,0,0,04,1,0,0
30601,-1374780,0,0,0,0,0,0,04,0,0,0
30602,-1374740,0,0,0,0,0,0,04,1,0,0
30603,-1374700,0,0,0,0,0,0,04,0,0,0
30604,-1374660,0,0,0,0,0,0,04,1,0,0
30605,-1374620,0,0,0,0,0,0,04,0,0,0
30606,-1374600,0,0,0,0,0,0,04,0,0,1
30607,-1374580,0,0,0,0,0,0,04,1,0,1
30608,-1374540,0,0,0,0,0,0,04,0,0,1
30609,-1374500,0,0,0,0,0,0,04,1,0,1
30610,-1374460,0,0,0,0,0,0,04,0,0,1
30611,-1374420,0,0,0,0,0,0,04,1,0,1
30612,-1374380,0,0,0,0,0,0,04,0,0,1
30613,-1374340,0,0,0,0,0,0,04,1,0,1
30614,-1374300,0,0,0,0,0,0,04,0,0,1
30615,-1374270,0,0,0,0,0,0,04,0,0,0
30616,-1374260,0,0,0,0,0,0,04,1,0,0
30617,-1374220,0,0,0,0,0,0,04,0,0,0
30618,-1374180,0,0,0,0,0,0,04,1,0,0
30619,-1374140,0,0,0,0,0,0,04,0,0,0
30620,-1374100,0,0,0,0,0,0,04,1,0,0
30621,-1374060,0,0,0,0,0,0,04,0,0,0
30622,-1374020,0,0,0,0,0,0,04,1,0,0
30623,-1373980,0,0,0,0,0,0,04,0,0,0
30624,-1373940,0,0,0,0,0,0,04,1,0,0
30625,-1373900,0,0,0,0,0,0,04,0,0,0
30626,-1373860,0,0,0,0,0,0,04,1,0,0
30627,-1373820,0,0,0,0,0,0,04,0,0,0
30628,-1373780,0,0,0,0,0,0,04,1,0,0
30629,-1373740,0,0,0,0,0,0,04,0,0,0
30630,-1373700,0,0,0,0,0,0,04,1,0,0
30631,-1373660,0,0,0,0,0,0,04,0,0,0
30632,-1373620,0,0,0,0,0,0,04,1,0,0
30633,-1373580,0,0,0,0,0,0,04,0,0,0
30634,-1373540,0,0,0,0,0,0,04,1,0,0
30635,-1373500,0,0,0,0,0,0,04,0,0,0
30636,-1373460,0,0,0,0,0,0,04,1,0,0
30637,-1373420,0,0,0,0,0,0,04,0,0,0
30638,-1373380,0,0,0,0,0,0,04,1,0,0
30639,-1373340,0,0,0,0,0,0,04,0,0,0
30640,-1373300,0,0,0,0,0,0,04,1,0,0
30641,-1373260,0,0,0,0,0,0,04,0,0,0
30642,-1373220,0,0,0,0,0,0,04,1,0,0
30643,-1373180,0,0,0,0,0,0,04,0,0,0
30644,-1373140,0,0,0,0,0,0,04,1,0,0
30645,-1373100,0,0,0,0,0,0,04,0,0,0
30646,-1373060,0,0,0,0,0,0,04,1,0,0
30647,-1373020,0,0,0,0,0,0,04,0,0,0
30648,-1372980,0,0,0,0,0,0,04,1,0,0
30649,-1372940,0,0,0,0,0,0,04,0,0,0
30650,-1372900,0,0,0,0,0,0,04,1,0,0
30651,-1372860,0,0,0,0,0,0,04,0,0,0
30652,-1372820,0,0,0,0,0,0,04,1,0,0
30653,-1372780,0,0,0,0,0,0,04,0,0,0
30654,-1372740,0,0,0,0,0,0,04,1,0,0
30655,-1372700,0,0,0,0,0,0,04,0,0,0
30656,-1372660,0,0,0,0,0,0,04,1,0,0
30657,-1372620,0,0,0,0,0,0,04,0,0,0
30658,-1372580,0,0,0,0,0,0,04,1,0,0
30659,-1372540,0,0,0,0,0,0,04,0,0,0
30660,-1372500,0,0,0,0,0,0,04,1,0,0
30661,-1372460,0,0,0,0,0,0,04,0,0,0
30662,-1372420,0,0,0,0,0,0,04,1,0,0
30663,-1372380,0,0,0,0,0,0,04,0,0,0
30664,-1372340,0,0,0,0,0,0,04,1,0,0
30665,-1372300,0,0,0,0,0,0,04,0,0,0
30666,-1372260,0,0,0,0,0,0,04,1,0,0
30667,-1372220,0,0,0,0,0,0,04,0,0,0
30668,-1372180,0,0,0,0,0,0,04,1,0,0
30669,-1372140,0,0,0,0,0,0,04,0,0,0
30670,-1372100,0,0,0,0,0,0,04,1,0,0
30671,-1372060,0,0,0,0,0,0,04,0,0,0
30672,-1372020,0,0,0,0,0,0,04,1,0,0
30673,-1371980,0,0,0,0,0,0,04,0,0,0
30674,-1371940,0,0,0,0,0,0,04,1,0,0
30675,-1371900,0,0,0,0,0,0,04,0,0,0
30676,-1371860,0,0,0,0,0,0,04,1,0,0
30677,-1371820,0,0,0,0,0,0,04,0,0,0
30678,-1371780,0,0,0,0,0,0,04,1,0,0
30679,-1371740,0,0,0,0,0,0,04,0,0,0
30680,-1371700,0,0,0,0,0,0,04,1,0,0
30681,-1371660,0,0,0,0,0,0,04,0,0,0
30682,-1371620,0,0,0,0,0,0,04,1,0,0
30683,-1371580,0,0,0,0,0,0,04,0,0,0
30684,-1371540,0,0,0,0,0,0,04,1,0,0
30685,-1371500,0,0,0,0,0,0,04,0,0,0
30686,-1371460,0,0,0,0,0,0,04,1,0,0
30687,-1371420,0,0,0,0,0,0,04,0,0,0
30688,-1371380,0,0,0,0,0,0,04,1,0,0
30689,-1371340,0,0,0,0,0,0,04,0,0,0
30690,-1371300,0,0,0,0,0,0,04,1,0,0
30691,-1371260,0,0,0,0,0,0,04,0,0,0
30692,-1371220,0,0,0,0,0,0,04,1,0,0
30693,-1371180,0,0,0,0,0,0,04,0,0,0
30694,-1371140,0,0,0,0,0,0,04,1,0,0
30695,-1371100,0,0,0,0,0,0,04,0,0,0
30696,-1371060,0,0,0,0,0,0,04,1,0,0
30697,-1371020,0,0,0,0,0,0,04,0,0,0
30698,-1370980,0,0,0,0,0,0,04,1,0,0
30699,-1370940,0,0,0,0,0,0,04,0,0,0
30700,-1370900,0,0,0,0,0,0,04,1,0,0
30701,-1370860,0,0,0,0,0,0,04,0,0,0
30702,-1370820,0,0,0,0,0,0,04,1,0,0
30703,-1370780,0,0,0,0,0,0,04,0,0,0
30704,-1370740,0,0,0,0,0,0,04,1,0,0
30705,-1370700,0,0,0,0,0,0,04,0,0,0
30706,-1370660,0,0,0,0,0,0,04,1,0,0
30707,-1370620,0,0,0,0,0,0,04,0,0,0
30708,-1370580,0,0,0,0,0,0,04,1,0,0
30709,-1370540,0,0,0,0,0,0,04,0,0,0
30710,-1370500,0,0,0,0,0,0,04,1,0,0
30711,-1370460,0,0,0,0,0,0,04,0,0,0
30712,-1370420,0,0,0,0,0,0,04,1,0,0
30713,-1370380,0,0,0,0,0,0,04,0,0,0
30714,-1370340,0,0,0,0,0,0,04,1,0,0
30715,-1370300,0,0,0,0,0,0,04,0,0,0
30716,-1370260,0,0,0,0,0,0,04,1,0,0
30717,-1370220,0,0,0,0,0,0,04,0,0,0
30718,-1370180,0,0,0,0,0,0,04,1,0,0
30719,-1370140,0,0,0,0,0,0,04,0,0,0
30720,-1370100,0,0,0,0,0,0,04,1,0,0
30721,-1370060,0,0,0,0,0,0,04,0,0,0
30722,-1370020,0,0,0,0,0,0,04,1,0,0
30723,-1369980,0,0,0,0,0,0,04,0,0,0
30724,-1369940,0,0,0,0,0,0,04,1,0,0
30725,-1369900,0,0,0,0,0,0,04,0,0,0
30726,-1369860,0,0,0,0,0,0,04,1,0,0
30727,-1369820,0,0,0,0,0,0,04,0,0,0
30728,-1369780,0,0,0,0,0,0,04,1,0,0
30729,-1369740,0,0,0,0,0,0,04,0,0,0
30730,-1369700,0,0,0,0,0,0,04,1,0,0
30731,-1369660,0,0,0,0,0,0,04,0,0,0
30732,-1369620,0,0,0,0,0,0,04,1,0,0
30733,-1369580,0,0,0,0,0,0,04,0,0,0
30734,-1369540,0,0,0,0,0,0,04,1,0,0
30735,-1369500,0,0,0,0,0,0,04,0,0,0
30736,-1369460,0,0,0,0,0,0,04,1,0,0
30737,-1369420,0,0,0,0,0,0,04,0,0,0
30738,-1369380,0,0,0,0,0,0,04,1,0,0
30739,-1369340,0,0,0,0,0,0,04,0,0,0
30740,-1369300,0,0,0,0,0,0,04,1,0,0
30741,-1369260,0,0,0,0,0,0,04,0,0,0
30742,-1369220,0,0,0,0,0,0,04,1,0,0
30743,-1369180,0,0,0,0,0,0,04,0,0,0
30744,-1369140,0,0,0,0,0,0,04,1,0,0
30745,-1369100,0,0,0,0,0,0,04,0,0,0
30746,-1369060,0,0,0,0,0,0,04,1,0,0
30747,-1369020,0,0,0,0,0,0,04,0,0,0
30748,-1368980,0,0,0,0,0,0,04,1,0,0
30749,-1368940,0,0,0,0,0,0,04,0,0,0
30750,-1368900,0,0,0,0,0,0,04,1,0,0
30751,-1368860,0,0,0,0,0,0,04,0,0,0
30752,-1368820,0,0,0,0,0,0,04,1,0,0
30753,-1368780,0,0,0,0,0,0,04,0,0,0
30754,-1368740,0,0,0,0,0,0,04,1,0,0
30755,-1368700,0,0,0,0,0,0,04,0,0,0
30756,-1368660,0,0,0,0,0,0,04,1,0,0
30757,-1368620,0,0,0,0,0,0,04,0,0,0
30758,-1368580,0,0,0,0,0,0,04,1,0,0
30759,-1368570,0,0,0,0,0,0,05,1,0,0
30760,-1368540,0,0,0,0,0,0,05,0,0,0
30761,-1368500,0,0,0,0,0,0,05,1,0,0
30762,-1368460,0,0,0,0,0,0,05,0,0,0
30763,-1368420,0,0,0,0,0,0,05,1,0,0
30764,-1368380,0,0,0,0,0,0,05,0,0,0
30765,-1368340,0,0,0,0,0,0,05,1,0,0
30766,-1368300,0,0,0,0,0,0,05,0,0,0
30767,-1368260,0,0,0,0,0,0,05,1,0,0
30768,-1368220,0,0,0,0,0,0,05,0,0,0
30769,-1368180,0,0,0,0,0,0,05,1,0,0
30770,-1368140,0,0,0,0,0,0,05,0,0,0
30771,-1368100,0,0,0,0,0,0,05,1,0,0
30772,-1368060,0,0,0,0,0,0,05,0,0,0
30773,-1368040,0,0,0,0,0,0,05,0,0,1
30774,-1368020,0,0,0,0,0,0,05,1,0,1
30775,-1367980,0,0,0,0,0,0,05,0,0,1
30776,-1367940,0,0,0,0,0,0,05,1,0,1
30777,-1367900,0,0,0,0,0,0,05,0,0,1
30778,-1367860,0,0,0,0,0,0,05,1,0,1
30779,-1367820,0,0,0,0,0,0,05,0,0,1
30780,-1367780,0,0,0,0,0,0,05,1,0,1
30781,-1367740,0,0,0,0,0,0,05,0,0,1
30782,-1367710,0,0,0,0,0,0,05,0,0,0
30783,-1367700,0,0,0,0,0,0,05,1,0,0
30784,-1367660,0,0,0,0,0,0,05,0,0,0
30785,-1367620,0,0,0,0,0,0,05,1,0,0
30786,-1367580,0,0,0,0,0,0,05,0,0,0
30787,-1367540,0,0,0,0,0,0,05,1,0,0
30788,-1367500,0,0,0,0,0,0,05,0,0,0
30789,-1367460,0,0,0,0,0,0,05,1,0,0
30790,-1367420,0,0,0,0,0,0,05,0,0,0
30791,-1367380,0,0,0,0,0,0,05,1,0,0
30792,-1367340,0,0,0,0,0,0,05,0,0,0
30793,-1367300,0,0,0,0,0,0,05,1,0,0
30794,-1367260,0,0,0,0,0,0,05,0,0,0
30795,-1367220,0,0,0,0,0,0,05,1,0,0
30796,-1367180,0,0,0,0,0,0,05,0,0,0
30797,-1367140,0,0,0,0,0,0,05,1,0,0
30798,-1367100,0,0,0,0,0,0,05,0,0,0
30799,-1367060,0,0,0,0,0,0,05,1,0,0
30800,-1367020,0,0,0,0,0,0,05,0,0,0
30801,-1366980,0,0,0,0,0,0,05,1,0,0
30802,-1366940,0,0,0,0,0,0,05,0,0,0
30803,-1366900,0,0,0,0,0,0,05,1,0,0
30804,-1366860,0,0,0,0,0,0,05,0,0,0
30805,-1366820,0,0,0,0,0,0,05,1,0,0
30806,-1366780,0,0,0,0,0,0,05,0,0,0
30807,-1366740,0,0,0,0,0,0,05,1,0,0
30808,-1366700,0,0,0,0,0,0,05,0,0,0
30809,-1366660,0,0,0,0,0,0,05,1,0,0
30810,-1366620,0,0,0,0,0,0,05,0,0,0
30811,-1366580,0,0,0,0,0,0,05,1,0,0
30812,-1366540,0,0,0,0,0,0,05,0,0,0
30813,-1366500,0,0,0,0,0,0,05,1,0,0
30814,-1366460,0,0,0,0,0,0,05,0,0,0
30815,-1366420,0,0,0,0,0,0,05,1,0,0
30816,-1366380,0,0,0,0,0,0,05,0,0,0
30817,-1366340,0,0,0,0,0,0,05,1,0,0
30818,-1366300,0,0,0,0,0,0,05,0,0,0
30819,-1366260,0,0,0,0,0,0,05,1,0,0
30820,-1366220,0,0,0,0,0,0,05,0,0,0
30821,-1366180,0,0,0,0,0,0,05,1,0,0
30822,-1366140,0,0,0,0,0,0,05,0,0,0
30823,-1366100,0,0,0,0,0,0,05,1,0,0
30824,-1366060,0,0,0,0,0,0,05,0,0,0
30825,-1366020,0,0,0,0,0,0,05,1,0,0
30826,-1365980,0,0,0,0,0,0,05,0,0,0
30827,-1365940,0,0,0,0,0,0,05,1,0,0
30828,-1365900,0,0,0,0,0,0,05,0,0,0
30829,-1365860,0,0,0,0,0,0,05,1,0,0
30830,-1365820,0,0,0,0,0,0,05,0,0,0
30831,-1365780,0,0,0,0,0,0,05,1,0,0
30832,-1365740,0,0,0,0,0,0,05,0,0,0
30833,-1365700,0,0,0,0,0,0,05,1,0,0
30834,-1365660,0,0,0,0,0,0,05,0,0,0
30835,-1365620,0,0,0,0,0,0,05,1,0,0
30836,-1365580,0,0,0,0,0,0,05,0,0,0
30837,-1365540,0,0,0,0,0,0,05,1,0,0
30838,-1365500,0,0,0,0,0,0,05,0,0,0
30839,-1365460,0,0,0,0,0,0,05,1,0,0
30840,-1365420,0,0,0,0,0,0,05,0,0,0
30841,-1365380,0,0,0,0,0,0,05,1,0,0
30842,-1365340,0,0,0,0,0,0,05,0,0,0
30843,-1365300,0,0,0,0,0,0,05,1,0,0
30844,-1365260,0,0,0,0,0,0,05,0,0,0
30845,-1365220,0,0,0,0,0,0,05,1,0,0
30846,-1365180,0,0,0,0,0,0,05,0,0,0
30847,-1365140,0,0,0,0,0,0,05,1,0,0
30848,-1365100,0,0,0,0,0,0,05,0,0,0
30849,-1365060,0,0,0,0,0,0,05,1,0,0
30850,-1365020,0,0,0,0,0,0,05,0,0,0
30851,-1364980,0,0,0,0,0,0,05,1,0,0
30852,-1364940,0,0,0,0,0,0,05,0,0,0
30853,-1364900,0,0,0,0,0,0,05,1,0,0
30854,-1364860,0,0,0,0,0,0,05,0,0,0
30855,-1364820,0,0,0,0,0,0,05,1,0,0
30856,-1364780,0,0,0,0,0,0,05,0,0,0
30857,-1364740,0,0,0,0,0,0,05,1,0,0
30858,-1364700,0,0,0,0,0,0,05,0,0,0
30859,-1364660,0,0,0,0,0,0,05,1,0,0
30860,-1364620,0,0,0,0,0,0,05,0,0,0
30861,-1364580,0,0,0,0,0,0,05,1,0,0
30862,-1364540,0,0,0,0,0,0,05,0,0,0
30863,-1364500,0,0,0,0,0,0,05,1,0,0
30864,-1364460,0,0,0,0,0,0,05,0,0,0
30865,-1364420,0,0,0,0,0,0,05,1,0,0
30866,-1364380,0,0,0,0,0,0,05,0,0,0
30867,-1364340,0,0,0,0,0,0,05,1,0,0
30868,-1364300,0,0,0,0,0,0,05,0,0,0
30869,-1364260,0,0,0,0,0,0,05,1,0,0
30870,-1364220,0,0,0,0,0,0,05,0,0,0
30871,-1364180,0,0,0,0,0,0,05,1,0,0
30872,-1364140,0,0,0,0,0,0,05,0,0,0
30873,-1364100,0,0,0,0,0,0,05,1,0,0
30874,-1364060,0,0,0,0,0,0,05,0,0,0
30875,-1364020,0,0,0,0,0,0,05,1,0,0
30876,-1363980,0,0,0,0,0,0,05,0,0,0
30877,-1363940,0,0,0,0,0,0,05,1,0,0
30878,-1363900,0,0,0,0,0,0,05,0,0,0
30879,-1363860,0,0,0,0,0,0,05,1,0,0
30880,-1363820,0,0,0,0,0,0,05,0,0,0
30881,-1363780,0,0,0,0,0,0,05,1,0,0
30882,-1363740,0,0,0,0,0,0,05,0,0,0
30883,-1363700,0,0,0,0,0,0,05,1,0,0
30884,-1363660,0,0,0,0,0,0,05,0,0,0
30885,-1363620,0,0,0,0,0,0,05,1,0,0
30886,-1363580,0,0,0,0,0,0,05,0,0,0
30887,-1363540,0,0,0,0,0,0,05,1,0,0
30888,-1363500,0,0,0,0,0,0,05,0,0,0
30889,-1363460,0,0,0,0,0,0,05,1,0,0
30890,-1363420,0,0,0,0,0,0,05,0,0,0
30891,-1363380,0,0,0,0,0,0,05,1,0,0
30892,-1363340,0,0,0,0,0,0,05,0,0,0
30893,-1363300,0,0,0,0,0,0,05,1,0,0
30894,-1363260,0,0,0,0,0,0,05,0,0,0
30895,-1363220,0,0,0,0,0,0,05,1,0,0
30896,-1363180,0,0,0,0,0,0,05,0,0,0
30897,-1363140,0,0,0,0,0,0,05,1,0,0
30898,-1363100,0,0,0,0,0,0,05,0,0,0
30899,-1363060,0,0,0,0,0,0,05,1,0,0
30900,-1363020,0,0,0,0,0,0,05,0,0,0
30901,-1362980,0,0,0,0,0,0,05,1,0,0
30902,-1362940,0,0,0,0,0,0,05,0,0,0
30903,-1362900,0,0,0,0,0,0,05,1,0,0
30904,-1362860,0,0,0,0,0,0,05,0,0,0
30905,-1362820,0,0,0,0,0,0,05,1,0,0
30906,-1362780,0,0,0,0,0,0,05,0,0,0
30907,-1362740,0,0,0,0,0,0,05,1,0,0
30908,-1362700,0,0,0,0,0,0,05,0,0,0
30909,-1362660,0,0,0,0,0,0,05,1,0,0
30910,-1362620,0,0,0,0,0,0,05,0,0,0
30911,-1362580,0,0,0,0,0,0,05,1,0,0
30912,-1362540,0,0,0,0,0,0,05,0,0,0
30913,-1362500,0,0,0,0,0,0,05,1,0,0
30914,-1362460,0,0,0,0,0,0,05,0,0,0
30915,-1362420,0,0,0,0,0,0,05,1,0,0
30916,-1362380,0,0,0,0,0,0,05,0,0,0
30917,-1362340,0,0,0,0,0,0,05,1,0,0
30918,-1362300,0,0,0,0,0,0,05,0,0,0
30919,-1362260,0,0,0,0,0,0,05,1,0,0
30920,-1362220,0,0,0,0,0,0,05,0,0,0
30921,-1362180,0,0,0,0,0,0,05,1,0,0
