Line#,Time,OE,LAT,CLK,SELECT,B2,G2,R2,B1,G1,R1
51,-1920,0,1,1,00,0,0,0,0,0,0
52,-1880,0,1,0,00,0,0,0,0,0,0
53,-1840,0,1,1,00,0,0,0,0,0,0
54,-1800,0,1,0,00,0,0,0,0,0,0
55,-1760,0,1,1,00,0,0,0,0,0,0
56,-1720,0,1,0,00,0,0,0,0,0,0
57,-1700,1,0,0,00,0,0,0,0,0,0
58,-1680,1,0,1,00,0,0,0,0,0,0
59,-1640,1,0,0,00,0,0,0,0,0,0
60,-1600,1,0,1,00,0,0,0,0,0,0
61,-1560,1,0,0,00,0,0,0,0,0,0
62,-1520,1,0,1,00,0,0,0,0,0,0
63,-1480,1,0,0,00,0,0,0,0,0,0
64,-1440,1,0,1,00,0,0,0,0,0,0
65,-1400,1,0,0,00,0,0,0,0,0,0
66,-1390,1,1,0,00,0,0,0,0,0,0
67,-1360,1,1,1,00,0,0,0,0,0,0
68,-1320,1,1,0,00,0,0,0,0,0,0
69,-1280,1,1,1,00,0,0,0,0,0,0
70,-1240,1,1,0,00,0,0,0,0,0,0
71,-1200,1,1,1,00,0,0,0,0,0,0
72,-1160,1,1,0,00,0,0,0,0,0,0
73,-1120,1,1,1,00,0,0,0,0,0,0
74,-1080,1,1,0,00,0,0,0,0,0,0
75,-1040,1,1,1,00,0,0,0,0,0,0
76,-1000,1,1,0,00,0,0,0,0,0,0
77,-960,1,1,1,00,0,0,0,0,0,0
78,-920,1,1,0,00,0,0,0,0,0,0
79,-880,1,1,1,00,0,0,0,0,0,0
80,-840,1,1,0,00,0,0,0,0,0,0
81,-800,1,1,1,00,0,0,0,0,0,0
82,-760,1,1,0,00,0,0,0,0,0,0
83,-730,0,1,0,00,0,0,0,0,0,0
84,-720,0,1,1,00,0,0,0,0,0,0
85,-680,0,1,0,00,0,0,0,0,0,0
86,-640,0,1,1,00,0,0,0,0,0,0
87,-600,0,1,0,00,0,0,0,0,0,0
88,-560,0,1,1,00,0,0,0,0,0,0
89,-520,0,1,0,00,0,0,0,0,0,0
90,-480,0,1,1,00,0,0,0,0,0,0
91,-440,0,1,0,00,0,0,0,0,0,0
92,-400,0,1,1,00,0,0,0,0,0,0
93,-360,0,1,0,00,0,0,0,0,0,0
94,-320,0,1,1,00,0,0,0,0,0,0
95,-280,0,1,0,00,0,0,0,0,0,0
96,-260,0,0,0,00,0,0,0,0,0,0
97,-240,0,0,1,00,0,0,0,0,0,0
98,-200,0,0,0,00,0,0,0,0,0,0
99,-160,0,0,1,00,0,0,0,0,0,0
100,-120,0,0,0,00,0,0,0,0,0,0
101,-80,0,0,1,00,0,0,0,0,0,0
102,-40,0,0,0,00,0,0,0,0,0,0
103,-20,0,0,0,00,1,0,0,1,0,0
104,-10,0,0,0,00,1,1,0,1,1,0
105,0,0,0,1,00,1,1,1,1,1,1
106,40,0,0,0,00,1,1,1,1,1,1
107,70,0,0,0,00,0,1,1,0,1,1
108,80,0,0,1,00,0,0,0,0,0,0
109,120,0,0,0,00,0,0,0,0,0,0
110,160,0,0,1,00,0,0,0,0,0,0
111,200,0,0,0,00,0,0,0,0,0,0
112,240,0,0,1,00,0,0,0,0,0,0
113,280,0,0,0,00,0,0,0,0,0,0
114,320,0,0,1,00,0,0,0,0,0,0
115,360,0,0,0,00,0,0,0,0,0,0
116,400,0,0,1,00,0,0,0,0,0,0
117,440,0,0,0,00,0,0,0,0,0,0
118,480,0,0,1,00,0,0,0,0,0,0
119,520,0,0,0,00,0,0,0,0,0,0
120,560,0,0,1,00,0,0,0,0,0,0
121,600,0,0,0,00,0,0,0,0,0,0
122,640,0,0,1,00,0,0,0,0,0,0
123,680,0,0,0,00,0,0,0,0,0,0
124,720,0,0,1,00,0,0,0,0,0,0
125,760,0,0,0,00,0,0,0,0,0,0
126,800,0,0,1,00,0,0,0,0,0,0
127,840,0,0,0,00,0,0,0,0,0,0
128,880,0,0,1,00,0,0,0,0,0,0
129,920,0,0,0,00,0,0,0,0,0,0
130,960,0,0,1,00,0,0,0,0,0,0
131,1000,0,0,0,00,0,0,0,0,0,0
132,1040,0,0,1,00,0,0,0,0,0,0
133,1080,0,0,0,00,0,0,0,0,0,0
134,1120,0,0,1,00,0,0,0,0,0,0
135,1160,0,0,0,00,0,0,0,0,0,0
136,1180,0,0,0,00,1,0,0,1,0,0
137,1190,0,0,0,00,1,1,0,1,1,1
138,1200,0,0,1,00,1,1,1,1,1,1
139,1240,0,0,0,00,1,1,1,1,1,1
140,1270,0,0,0,00,0,1,1,0,1,1
141,1280,0,0,1,00,0,0,0,0,0,0
142,1320,0,0,0,00,0,0,0,0,0,0
143,1340,0,0,0,00,1,0,0,1,0,0
144,1350,0,0,0,00,1,1,0,1,1,0
145,1360,0,0,1,00,1,1,1,1,1,1
146,1400,0,0,0,00,1,1,1,1,1,1
147,1430,0,0,0,00,0,1,1,0,1,1
148,1440,0,0,1,00,0,0,0,0,0,0
149,1480,0,0,0,00,0,0,0,0,0,0
150,1500,0,0,0,00,1,0,0,1,0,0
151,1510,0,0,0,00,1,1,0,1,1,0
152,1520,0,0,1,00,1,1,1,1,1,1
153,1560,0,0,0,00,1,1,1,1,1,1
154,1590,0,0,0,00,0,1,1,0,1,1
155,1600,0,0,1,00,0,0,0,0,0,0
156,1640,0,0,0,00,0,0,0,0,0,0
157,1660,0,0,0,00,1,0,0,1,0,0
158,1670,0,0,0,00,1,1,0,1,1,0
159,1680,0,0,1,00,1,1,1,1,1,1
160,1720,0,0,0,00,1,1,1,1,1,1
161,1750,0,0,0,00,0,1,1,0,1,1
162,1760,0,0,1,00,0,0,0,0,0,0
163,1800,0,0,0,00,0,0,0,0,0,0
164,1840,0,0,1,00,0,0,0,0,0,0
165,1880,0,0,0,00,0,0,0,0,0,0
166,1920,0,0,1,00,0,0,0,0,0,0
167,1960,0,0,0,00,0,0,0,0,0,0
168,2000,0,0,1,00,0,0,0,0,0,0
169,2040,0,0,0,00,0,0,0,0,0,0
170,2080,0,0,1,00,0,0,0,0,0,0
171,2120,0,0,0,00,0,0,0,0,0,0
172,2160,0,0,1,00,0,0,0,0,0,0
173,2200,0,0,0,00,0,0,0,0,0,0
174,2240,0,0,1,00,0,0,0,0,0,0
175,2280,0,0,0,00,0,0,0,0,0,0
176,2320,0,0,1,00,0,0,0,0,0,0
177,2360,0,0,0,00,0,0,0,0,0,0
178,2400,0,0,1,00,0,0,0,0,0,0
179,2440,0,0,0,00,0,0,0,0,0,0
180,2460,0,0,0,00,1,0,0,1,0,0
181,2470,0,0,0,00,1,1,0,1,1,1
182,2480,0,0,1,00,1,1,1,1,1,1
183,2520,0,0,0,00,1,1,1,1,1,1
184,2550,0,0,0,00,0,1,1,0,1,1
185,2560,0,0,1,00,0,0,0,0,0,0
186,2600,0,0,0,00,0,0,0,0,0,0
187,2620,0,0,0,00,1,0,0,1,0,0
188,2630,0,0,0,00,1,1,0,1,1,1
189,2640,0,0,1,00,1,1,1,1,1,1
190,2680,0,0,0,00,1,1,1,1,1,1
191,2710,0,0,0,00,0,1,1,0,1,1
192,2720,0,0,1,00,0,0,0,0,0,0
193,2760,0,0,0,00,0,0,0,0,0,0
194,2780,0,0,0,00,1,0,0,1,0,0
195,2790,0,0,0,00,1,1,0,1,1,1
196,2800,0,0,1,00,1,1,1,1,1,1
197,2840,0,0,0,00,1,1,1,1,1,1
198,2870,0,0,0,00,0,1,1,0,1,1
199,2880,0,0,1,00,0,0,0,0,0,0
200,2920,0,0,0,00,0,0,0,0,0,0
201,2940,0,0,0,00,1,0,0,1,0,0
202,2950,0,0,0,00,1,1,0,1,1,0
203,2960,0,0,1,00,1,1,1,1,1,1
204,3000,0,0,0,00,1,1,1,1,1,1
205,3030,0,0,0,00,0,1,1,0,1,1
206,3040,0,0,1,00,0,0,0,0,0,0
207,3080,0,0,0,00,0,0,0,0,0,0
208,3120,0,0,1,00,0,0,0,0,0,0
209,3160,0,0,0,00,0,0,0,0,0,0
210,3200,0,0,1,00,0,0,0,0,0,0
211,3240,0,0,0,00,0,0,0,0,0,0
212,3280,0,0,1,00,0,0,0,0,0,0
213,3320,0,0,0,00,0,0,0,0,0,0
214,3360,0,0,1,00,0,0,0,0,0,0
215,3400,0,0,0,00,0,0,0,0,0,0
216,3440,0,0,1,00,0,0,0,0,0,0
217,3480,0,0,0,00,0,0,0,0,0,0
218,3520,0,0,1,00,0,0,0,0,0,0
219,3560,0,0,0,00,0,0,0,0,0,0
220,3600,0,0,1,00,0,0,0,0,0,0
221,3640,0,0,0,00,0,0,0,0,0,0
222,3680,0,0,1,00,0,0,0,0,0,0
223,3720,0,0,0,00,0,0,0,0,0,0
224,3740,0,0,0,00,1,0,0,1,0,0
225,3750,0,0,0,00,1,1,0,1,1,0
226,3760,0,0,1,00,1,1,1,1,1,1
227,3800,0,0,0,00,1,1,1,1,1,1
228,3830,0,0,0,00,0,1,1,0,1,1
229,3840,0,0,1,00,0,0,0,0,0,0
230,3880,0,0,0,00,0,0,0,0,0,0
231,3900,0,0,0,00,1,0,0,1,0,0
232,3910,0,0,0,00,1,1,0,1,1,0
233,3920,0,0,1,00,1,1,1,1,1,1
234,3960,0,0,0,00,1,1,1,1,1,1
235,3990,0,0,0,00,0,1,1,0,1,1
236,4000,0,0,1,00,0,0,0,0,0,0
237,4040,0,0,0,00,0,0,0,0,0,0
238,4060,0,0,0,00,1,0,0,1,0,0
239,4070,0,0,0,00,1,1,0,1,1,0
240,4080,0,0,1,00,1,1,1,1,1,1
241,4120,0,0,0,00,1,1,1,1,1,1
242,4150,0,0,0,00,0,1,1,0,1,1
243,4160,0,0,1,00,0,0,0,0,0,0
244,4200,0,0,0,00,0,0,0,0,0,0
245,4220,0,0,0,00,1,0,0,1,0,0
246,4230,0,0,0,00,1,1,0,1,1,0
247,4240,0,0,1,00,1,1,1,1,1,1
248,4280,0,0,0,00,1,1,1,1,1,1
249,4310,0,0,0,00,0,1,1,0,1,1
250,4320,0,0,1,00,0,0,0,0,0,0
251,4340,0,0,1,01,0,0,0,0,0,0
252,4360,0,0,0,01,0,0,0,0,0,0
253,4400,0,0,1,01,0,0,0,0,0,0
254,4440,0,0,0,01,0,0,0,0,0,0
255,4480,0,0,1,01,0,0,0,0,0,0
256,4520,0,0,0,01,0,0,0,0,0,0
257,4560,0,0,1,01,0,0,0,0,0,0
258,4600,0,0,0,01,0,0,0,0,0,0
259,4640,0,0,1,01,0,0,0,0,0,0
260,4680,0,0,0,01,0,0,0,0,0,0
261,4720,0,0,1,01,0,0,0,0,0,0
262,4760,0,0,0,01,0,0,0,0,0,0
263,4800,0,0,1,01,0,0,0,0,0,0
264,4840,0,0,0,01,0,0,0,0,0,0
265,4860,1,0,0,01,0,0,0,0,0,0
266,4880,1,0,1,01,0,0,0,0,0,0
267,4920,1,0,0,01,0,0,0,0,0,0
268,4960,1,0,1,01,0,0,0,0,0,0
269,5000,1,0,0,01,0,0,0,0,0,0
270,5020,1,0,0,01,1,0,0,1,0,0
271,5030,1,0,0,01,1,1,0,1,1,0
272,5040,1,0,1,01,1,1,1,1,1,1
273,5080,1,0,0,01,1,1,1,1,1,1
274,5110,1,0,0,01,0,1,1,0,1,1
275,5120,1,0,1,01,0,0,0,0,0,0
276,5160,1,0,0,01,0,0,0,0,0,0
277,5180,1,0,0,01,1,0,0,1,0,0
278,5190,0,0,0,01,1,1,0,1,1,0
279,5200,0,0,1,01,1,1,1,1,1,1
280,5240,0,0,0,01,1,1,1,1,1,1
281,5260,0,1,0,01,1,1,1,1,1,1
282,5270,0,1,0,01,0,1,1,0,1,1
283,5280,0,1,1,01,0,0,0,0,0,0
284,5320,0,1,0,01,0,0,0,0,0,0
285,5340,0,1,0,01,1,0,0,1,0,0
286,5350,0,1,0,01,1,1,0,1,1,0
287,5360,0,1,1,01,1,1,1,1,1,1
288,5400,0,1,0,01,1,1,1,1,1,1
289,5430,0,1,0,01,0,1,1,0,1,1
290,5440,0,1,1,01,0,0,0,0,0,0
291,5480,0,1,0,01,0,0,0,0,0,0
292,5500,0,1,0,01,1,0,0,1,0,0
293,5510,0,1,0,01,1,1,0,1,1,0
294,5520,0,1,1,01,1,1,1,1,1,1
295,5560,0,1,0,01,1,1,1,1,1,1
296,5590,0,1,0,01,0,1,1,0,1,1
297,5600,0,1,1,01,0,0,0,0,0,0
298,5640,0,1,0,01,0,0,0,0,0,0
299,5660,0,0,0,01,0,0,0,0,0,0
300,5680,0,0,1,01,0,0,0,0,0,0
301,5720,0,0,0,01,0,0,0,0,0,0
302,5760,0,0,1,01,0,0,0,0,0,0
303,5800,0,0,0,01,0,0,0,0,0,0
304,5840,0,0,1,01,0,0,0,0,0,0
305,5880,0,0,0,01,0,0,0,0,0,0
306,5920,0,0,1,01,0,0,0,0,0,0
307,5960,0,0,0,01,0,0,0,0,0,0
308,6000,0,0,1,01,0,0,0,0,0,0
309,6040,0,0,0,01,0,0,0,0,0,0
310,6080,0,0,1,01,0,0,0,0,0,0
311,6120,0,0,0,01,0,0,0,0,0,0
312,6160,0,0,1,01,0,0,0,0,0,0
313,6200,0,0,0,01,0,0,0,0,0,0
314,6240,0,0,1,01,0,0,0,0,0,0
315,6280,0,0,0,01,0,0,0,0,0,0
316,6320,0,0,1,01,0,0,0,0,0,0
317,6360,0,0,0,01,0,0,0,0,0,0
318,6400,0,0,1,01,0,0,0,0,0,0
319,6440,0,0,0,01,0,0,0,0,0,0
320,6480,0,0,1,01,0,0,0,0,0,0
321,6520,0,0,0,01,0,0,0,0,0,0
322,6560,0,0,1,01,0,0,0,0,0,0
323,6600,0,0,0,01,0,0,0,0,0,0
324,6640,0,0,1,01,0,0,0,0,0,0
325,6680,0,0,0,01,0,0,0,0,0,0
326,6720,0,0,1,01,0,0,0,0,0,0
327,6760,0,0,0,01,0,0,0,0,0,0
328,6800,0,0,1,01,0,0,0,0,0,0
329,6840,0,0,0,01,0,0,0,0,0,0
330,6880,0,0,1,01,0,0,0,0,0,0
331,6920,0,0,0,01,0,0,0,0,0,0
332,6940,0,0,0,01,1,0,0,1,0,0
333,6950,0,0,0,01,1,1,0,1,1,0
334,6960,0,0,1,01,1,1,1,1,1,1
335,7000,0,0,0,01,1,1,1,1,1,1
336,7040,0,0,1,01,1,1,1,1,1,1
337,7080,0,0,0,01,1,1,1,1,1,1
338,7110,0,0,0,01,0,1,1,0,1,1
339,7120,0,0,1,01,0,0,0,0,0,0
340,7160,0,0,0,01,0,0,0,0,0,0
341,7180,0,0,0,01,1,0,0,1,0,0
342,7190,0,0,0,01,1,1,0,1,1,0
343,7200,0,0,1,01,1,1,1,1,1,1
344,7240,0,0,0,01,1,1,1,1,1,1
345,7270,0,0,0,01,0,1,1,0,1,1
346,7280,0,0,1,01,0,0,0,0,0,0
347,7320,0,0,0,01,0,0,0,0,0,0
348,7340,0,0,0,01,1,0,0,1,0,0
349,7350,0,0,0,01,1,1,0,1,1,0
350,7360,0,0,1,01,1,1,1,1,1,1
351,7400,0,0,0,01,1,1,1,1,1,1
352,7430,0,0,0,01,0,1,1,0,1,1
353,7440,0,0,1,01,0,0,0,0,0,0
354,7480,0,0,0,01,0,0,0,0,0,0
355,7500,0,0,0,01,1,0,0,1,0,0
356,7510,0,0,0,01,1,1,0,1,1,0
357,7520,0,0,1,01,1,1,1,1,1,1
358,7560,0,0,0,01,1,1,1,1,1,1
359,7590,0,0,0,01,0,1,1,0,1,1
360,7600,0,0,1,01,0,0,0,0,0,0
361,7640,0,0,0,01,0,0,0,0,0,0
362,7680,0,0,1,01,0,0,0,0,0,0
363,7720,0,0,0,01,0,0,0,0,0,0
364,7760,0,0,1,01,0,0,0,0,0,0
365,7800,0,0,0,01,0,0,0,0,0,0
366,7840,0,0,1,01,0,0,0,0,0,0
367,7880,0,0,0,01,0,0,0,0,0,0
368,7920,0,0,1,01,0,0,0,0,0,0
369,7960,0,0,0,01,0,0,0,0,0,0
370,8000,0,0,1,01,0,0,0,0,0,0
371,8040,0,0,0,01,0,0,0,0,0,0
372,8080,0,0,1,01,0,0,0,0,0,0
373,8120,0,0,0,01,0,0,0,0,0,0
374,8160,0,0,1,01,0,0,0,0,0,0
375,8200,0,0,0,01,0,0,0,0,0,0
376,8220,0,0,0,01,1,0,0,1,0,0
377,8230,0,0,0,01,1,1,0,1,1,0
378,8240,0,0,1,01,1,1,1,1,1,1
379,8280,0,0,0,01,1,1,1,1,1,1
380,8320,0,0,1,01,1,1,1,1,1,1
381,8360,0,0,0,01,1,1,1,1,1,1
382,8390,0,0,0,01,0,1,1,0,1,1
383,8400,0,0,1,01,0,0,0,0,0,0
384,8440,0,0,0,01,0,0,0,0,0,0
385,8460,0,0,0,01,1,0,0,1,0,0
386,8470,0,0,0,01,1,1,0,1,1,0
387,8480,0,0,1,01,1,1,1,1,1,1
388,8520,0,0,0,01,1,1,1,1,1,1
389,8550,0,0,0,01,0,1,1,0,1,1
390,8560,0,0,1,01,0,0,0,0,0,0
391,8600,0,0,0,01,0,0,0,0,0,0
392,8620,0,0,0,01,1,0,0,1,0,0
393,8630,0,0,0,01,1,1,0,1,1,0
394,8640,0,0,1,01,1,1,1,1,1,1
395,8680,0,0,0,01,1,1,1,1,1,1
396,8710,0,0,0,01,0,1,1,0,1,1
397,8720,0,0,1,01,0,0,0,0,0,0
398,8760,0,0,0,01,0,0,0,0,0,0
399,8780,0,0,0,01,1,0,0,1,0,0
400,8790,0,0,0,01,1,1,0,1,1,0
401,8800,0,0,1,01,1,1,1,1,1,1
402,8840,0,0,0,01,1,1,1,1,1,1
403,8870,0,0,0,01,0,1,1,0,1,1
404,8880,0,0,1,01,0,0,0,0,0,0
405,8920,0,0,0,01,0,0,0,0,0,0
406,8960,0,0,1,01,0,0,0,0,0,0
407,9000,0,0,0,01,0,0,0,0,0,0
408,9040,0,0,1,01,0,0,0,0,0,0
409,9080,0,0,0,01,0,0,0,0,0,0
410,9120,0,0,1,01,0,0,0,0,0,0
411,9160,0,0,0,01,0,0,0,0,0,0
412,9200,0,0,1,01,0,0,0,0,0,0
413,9240,0,0,0,01,0,0,0,0,0,0
414,9280,0,0,1,01,0,0,0,0,0,0
415,9320,0,0,0,01,0,0,0,0,0,0
416,9360,0,0,1,01,0,0,0,0,0,0
417,9400,0,0,0,01,0,0,0,0,0,0
418,9440,0,0,1,01,0,0,0,0,0,0
419,9480,0,0,0,01,0,0,0,0,0,0
420,9500,0,0,0,01,1,0,0,1,0,0
421,9510,0,0,0,01,1,1,0,1,1,0
422,9520,0,0,1,01,1,1,1,1,1,1
423,9560,0,0,0,01,1,1,1,1,1,1
424,9600,0,0,1,01,1,1,1,1,1,1
425,9640,0,0,0,01,1,1,1,1,1,1
426,9670,0,0,0,01,0,1,1,0,1,1
427,9680,0,0,1,01,0,0,0,0,0,0
428,9720,0,0,0,01,0,0,0,0,0,0
429,9740,0,0,0,01,1,0,0,1,0,0
430,9750,0,0,0,01,1,1,0,1,1,0
431,9760,0,0,1,01,1,1,1,1,1,1
432,9800,0,0,0,01,1,1,1,1,1,1
433,9830,0,0,0,01,0,1,1,0,1,1
434,9840,0,0,1,01,0,0,0,0,0,0
435,9880,0,0,0,01,0,0,0,0,0,0
436,9900,0,0,0,01,1,0,0,1,0,0
437,9910,0,0,0,01,1,1,0,1,1,0
438,9920,0,0,1,01,1,1,1,1,1,1
439,9960,0,0,0,01,1,1,1,1,1,1
440,9990,0,0,0,01,0,1,1,0,1,1
441,10000,0,0,1,01,0,0,0,0,0,0
442,10040,0,0,0,01,0,0,0,0,0,0
443,10060,0,0,0,01,1,0,0,1,0,0
444,10070,0,0,0,01,1,1,0,1,1,0
445,10080,0,0,1,01,1,1,1,1,1,1
446,10120,0,0,0,01,1,1,1,1,1,1
447,10150,0,0,0,01,0,1,1,0,1,1
448,10160,0,0,1,01,0,0,0,0,0,0
449,10200,0,0,0,01,0,0,0,0,0,0
450,10240,0,0,1,01,0,0,0,0,0,0
451,10280,0,0,0,01,0,0,0,0,0,0
452,10320,0,0,1,01,0,0,0,0,0,0
453,10360,0,0,0,01,0,0,0,0,0,0
454,10400,0,0,1,01,0,0,0,0,0,0
455,10440,0,0,0,01,0,0,0,0,0,0
456,10480,0,0,1,01,0,0,0,0,0,0
457,10520,0,0,0,01,0,0,0,0,0,0
458,10560,0,0,1,01,0,0,0,0,0,0
459,10600,0,0,0,01,0,0,0,0,0,0
460,10640,0,0,1,01,0,0,0,0,0,0
461,10680,0,0,0,01,0,0,0,0,0,0
462,10720,0,0,1,01,0,0,0,0,0,0
463,10760,0,0,0,01,0,0,0,0,0,0
464,10780,0,0,0,01,1,0,0,1,0,0
465,10790,0,0,0,01,1,1,0,1,1,0
466,10800,0,0,1,01,1,1,1,1,1,1
467,10840,0,0,0,01,1,1,1,1,1,1
468,10880,0,0,1,03,1,1,1,1,1,1
469,10890,0,0,1,02,1,1,1,1,1,1
470,10920,0,0,0,02,1,1,1,1,1,1
471,10950,0,0,0,02,0,1,1,0,1,1
472,10960,0,0,1,02,0,0,0,0,0,0
473,11000,0,0,0,02,0,0,0,0,0,0
474,11020,0,0,0,02,1,0,0,1,0,0
475,11030,0,0,0,02,1,1,0,1,1,0
476,11040,0,0,1,02,1,1,1,1,1,1
477,11080,0,0,0,02,1,1,1,1,1,1
478,11100,0,1,0,02,1,1,1,1,1,1
479,11110,0,1,0,02,0,1,1,0,1,1
480,11120,0,1,1,02,0,0,0,0,0,0
481,11160,0,1,0,02,0,0,0,0,0,0
482,11180,0,1,0,02,1,0,0,1,0,0
483,11190,0,1,0,02,1,1,0,1,1,0
484,11200,0,1,1,02,1,1,1,1,1,1
485,11240,0,1,0,02,1,1,1,1,1,1
486,11270,0,1,0,02,0,1,1,0,1,1
487,11280,0,1,1,02,0,0,0,0,0,0
488,11320,0,1,0,02,0,0,0,0,0,0
489,11340,0,1,0,02,1,0,0,1,0,0
490,11350,0,1,0,02,1,1,0,1,1,0
491,11360,0,1,1,02,1,1,1,1,1,1
492,11400,0,1,0,02,1,1,1,1,1,1
493,11420,1,1,0,02,1,1,1,1,1,1
494,11430,1,1,0,02,0,1,1,0,1,1
495,11440,1,1,1,02,0,0,0,0,0,0
496,11480,1,1,0,02,0,0,0,0,0,0
497,11500,1,0,0,02,0,0,0,0,0,0
498,11520,1,0,1,02,0,0,0,0,0,0
499,11560,1,0,0,02,0,0,0,0,0,0
500,11600,1,0,1,02,0,0,0,0,0,0
501,11640,1,0,0,02,0,0,0,0,0,0
502,11680,1,0,1,02,0,0,0,0,0,0
503,11720,1,0,0,02,0,0,0,0,0,0
504,11750,0,0,0,02,0,0,0,0,0,0
505,11760,0,0,1,02,0,0,0,0,0,0
506,11800,0,0,0,02,0,0,0,0,0,0
507,11840,0,0,1,02,0,0,0,0,0,0
508,11880,0,0,0,02,0,0,0,0,0,0
509,11920,0,0,1,02,0,0,0,0,0,0
510,11960,0,0,0,02,0,0,0,0,0,0
511,12000,0,0,1,02,0,0,0,0,0,0
512,12040,0,0,0,02,0,0,0,0,0,0
513,12080,0,0,1,02,0,0,0,0,0,0
514,12120,0,0,0,02,0,0,0,0,0,0
515,12160,0,0,1,02,0,0,0,0,0,0
516,12200,0,0,0,02,0,0,0,0,0,0
517,12240,0,0,1,02,0,0,0,0,0,0
518,12280,0,0,0,02,0,0,0,0,0,0
519,12320,0,0,1,02,0,0,0,0,0,0
520,12360,0,0,0,02,0,0,0,0,0,0
521,12400,0,0,1,02,0,0,0,0,0,0
522,12440,0,0,0,02,0,0,0,0,0,0
523,12480,0,0,1,02,0,0,0,0,0,0
524,12520,0,0,0,02,0,0,0,0,0,0
525,12560,0,0,1,02,0,0,0,0,0,0
526,12600,0,0,0,02,0,0,0,0,0,0
527,12620,0,0,0,02,1,0,0,1,0,0
528,12630,0,0,0,02,1,1,0,1,1,0
529,12640,0,0,1,02,1,1,1,1,1,1
530,12680,0,0,0,02,1,1,1,1,1,1
531,12720,0,0,1,02,1,1,1,1,1,1
532,12760,0,0,0,02,1,1,1,1,1,1
533,12790,0,0,0,02,0,1,1,0,1,1
534,12800,0,0,1,02,0,0,0,0,0,0
535,12840,0,0,0,02,0,0,0,0,0,0
536,12880,0,0,1,02,0,0,0,0,0,0
537,12920,0,0,0,02,0,0,0,0,0,0
538,12960,0,0,1,02,0,0,0,0,0,0
539,13000,0,0,0,02,0,0,0,0,0,0
540,13040,0,0,1,02,0,0,0,0,0,0
541,13080,0,0,0,02,0,0,0,0,0,0
542,13120,0,0,1,02,0,0,0,0,0,0
543,13160,0,0,0,02,0,0,0,0,0,0
544,13200,0,0,1,02,0,0,0,0,0,0
545,13240,0,0,0,02,0,0,0,0,0,0
546,13280,0,0,1,02,0,0,0,0,0,0
547,13320,0,0,0,02,0,0,0,0,0,0
548,13340,0,0,0,02,1,0,0,1,0,0
549,13350,0,0,0,02,1,1,0,1,1,0
550,13360,0,0,1,02,1,1,1,1,1,1
551,13400,0,0,0,02,1,1,1,1,1,1
552,13430,0,0,0,02,0,1,1,0,1,1
553,13440,0,0,1,02,0,0,0,0,0,0
