Line#,Time,OE,LAT,CLK,SELECT,B2,G2,R2,B1,G1,R1
546,13190,0,0,0,02,1,1,0,1,1,0
547,13200,0,0,1,02,1,1,1,1,1,1
548,13250,0,0,0,02,1,1,1,1,1,1
549,13270,0,0,0,02,0,1,1,0,1,1
550,13280,0,0,1,02,0,0,0,0,0,0
551,13330,0,0,0,02,0,0,0,0,0,0
552,13360,0,0,1,02,0,0,1,0,0,1
553,13410,0,0,0,02,0,0,1,0,0,1
554,13440,0,0,1,02,0,0,1,0,0,0
555,13450,0,0,1,02,0,0,0,0,0,0
556,13490,0,0,0,02,0,0,0,0,0,0
557,13520,0,0,1,02,0,0,0,0,0,0
558,13570,0,0,0,02,0,0,0,0,0,0
559,13600,0,0,1,02,0,0,0,0,0,0
560,13650,0,0,0,02,0,0,0,0,0,0
561,13680,0,0,1,02,0,0,0,0,0,0
562,13730,0,0,0,02,0,0,0,0,0,0
563,13760,0,0,1,02,0,0,0,0,0,0
564,13810,0,0,0,02,0,0,0,0,0,0
565,13820,0,0,0,02,1,0,0,1,0,0
566,13830,0,0,0,02,1,1,0,1,1,0
567,13840,0,0,1,02,1,1,1,1,1,1
568,13890,0,0,0,02,1,1,1,1,1,1
569,13920,0,0,1,02,1,1,1,1,1,1
570,13970,0,0,0,02,1,1,1,1,1,1
571,13990,0,0,0,02,0,1,1,0,1,1
572,14000,0,0,1,02,0,0,0,0,0,0
573,14050,0,0,0,02,0,0,0,0,0,0
574,14080,0,0,1,02,0,0,0,0,0,0
575,14130,0,0,0,02,0,0,0,0,0,0
576,14160,0,0,1,02,0,0,0,0,0,0
577,14210,0,0,0,02,0,0,0,0,0,0
578,14240,0,0,1,02,0,0,0,0,0,0
579,14290,0,0,0,02,0,0,0,0,0,0
580,14320,0,0,1,02,0,0,0,0,0,0
581,14370,0,0,0,02,0,0,0,0,0,0
582,14400,0,0,1,02,0,0,0,0,0,0
583,14450,0,0,0,02,0,0,0,0,0,0
584,14460,0,0,0,02,1,0,0,1,0,0
585,14470,0,0,0,02,1,1,0,1,1,0
586,14480,0,0,1,02,1,1,1,1,1,1
587,14530,0,0,0,02,1,1,1,1,1,1
588,14550,0,0,0,02,0,1,1,0,1,1
589,14560,0,0,1,02,0,0,0,0,0,0
590,14610,0,0,0,02,0,0,0,0,0,0
591,14640,0,0,1,02,0,0,1,0,0,1
592,14690,0,0,0,02,0,0,1,0,0,1
593,14720,0,0,1,02,0,0,1,0,0,0
594,14730,0,0,1,02,0,0,0,0,0,0
595,14770,0,0,0,02,0,0,0,0,0,0
596,14800,0,0,1,02,0,0,0,0,0,0
597,14850,0,0,0,02,0,0,0,0,0,0
598,14880,0,0,1,02,0,0,0,0,0,0
599,14930,0,0,0,02,0,0,0,0,0,0
600,14960,0,0,1,02,0,0,0,0,0,0
601,15010,0,0,0,02,0,0,0,0,0,0
602,15040,0,0,1,02,0,0,0,0,0,0
603,15090,0,0,0,02,0,0,0,0,0,0
604,15100,0,0,0,02,1,0,0,1,0,0
605,15110,0,0,0,02,1,1,0,1,1,0
606,15120,0,0,1,02,1,1,1,1,1,1
607,15170,0,0,0,02,1,1,1,1,1,1
608,15200,0,0,1,02,1,1,1,1,1,1
609,15250,0,0,0,02,1,1,1,1,1,1
610,15270,0,0,0,02,0,1,1,0,1,1
611,15280,0,0,1,02,0,0,0,0,0,0
612,15330,0,0,0,02,0,0,0,0,0,0
613,15360,0,0,1,02,0,0,0,0,0,0
614,15410,0,0,0,02,0,0,0,0,0,0
615,15440,0,0,1,02,0,0,0,0,0,0
616,15490,0,0,0,02,0,0,0,0,0,0
617,15520,0,0,1,02,0,0,0,0,0,0
618,15570,0,0,0,02,0,0,0,0,0,0
619,15600,0,0,1,02,0,0,0,0,0,0
620,15650,0,0,0,02,0,0,0,0,0,0
621,15680,0,0,1,02,0,0,0,0,0,0
622,15730,0,0,0,02,0,0,0,0,0,0
623,15740,0,0,0,02,1,0,0,1,0,0
624,15750,0,0,0,02,1,1,0,1,1,0
625,15760,0,0,1,02,1,1,1,1,1,1
626,15810,0,0,0,02,1,1,1,1,1,1
627,15830,0,0,0,02,0,1,1,0,1,1
628,15840,0,0,1,02,0,0,0,0,0,0
629,15890,0,0,0,02,0,0,0,0,0,0
630,15920,0,0,1,02,0,0,1,0,0,1
631,15970,0,0,0,02,0,0,1,0,0,1
632,16000,0,0,1,02,0,0,1,0,0,0
633,16010,0,0,1,02,0,0,0,0,0,0
634,16050,0,0,0,02,0,0,0,0,0,0
635,16080,0,0,1,02,0,0,0,0,0,0
636,16130,0,0,0,02,0,0,0,0,0,0
637,16160,0,0,1,02,0,0,0,0,0,0
638,16210,0,0,0,02,0,0,0,0,0,0
639,16240,0,0,1,02,0,0,0,0,0,0
640,16290,0,0,0,02,0,0,0,0,0,0
641,16320,0,0,1,02,0,0,0,0,0,0
642,16370,0,0,0,02,0,0,0,0,0,0
643,16380,0,0,0,02,1,0,0,1,0,0
644,16390,0,0,0,02,1,1,0,1,1,0
645,16400,0,0,1,02,1,1,1,1,1,1
646,16450,0,0,0,02,1,1,1,1,1,1
647,16480,0,0,1,02,1,1,1,1,1,1
648,16530,0,0,0,02,1,1,1,1,1,1
649,16550,0,0,0,02,0,1,1,0,1,1
650,16560,0,0,1,02,0,0,0,0,0,0
651,16610,0,0,0,02,0,0,0,0,0,0
652,16640,0,0,1,02,0,0,0,0,0,0
653,16690,0,0,0,02,0,0,0,0,0,0
654,16720,0,0,1,02,0,0,0,0,0,0
655,16770,0,0,0,02,0,0,0,0,0,0
656,16800,0,0,1,02,0,0,0,0,0,0
657,16850,0,0,0,02,0,0,0,0,0,0
658,16880,0,0,1,02,0,0,0,0,0,0
659,16930,0,0,0,02,0,0,0,0,0,0
660,16940,0,1,0,02,0,0,0,0,0,0
661,16960,0,1,1,02,0,0,0,0,0,0
662,17010,0,1,0,02,0,0,0,0,0,0
663,17020,0,1,0,02,1,0,0,1,0,0
664,17030,0,1,0,02,1,1,0,1,1,0
665,17040,0,1,1,02,1,1,1,1,1,1
666,17090,0,1,0,02,1,1,1,1,1,1
667,17110,0,1,0,02,0,1,1,0,1,1
668,17120,0,1,1,02,0,0,0,0,0,0
669,17170,0,1,0,02,0,0,0,0,0,0
670,17200,0,1,1,02,0,0,1,0,0,1
671,17250,0,1,0,02,0,0,1,0,0,1
672,17280,0,1,1,02,0,0,1,0,0,0
673,17290,0,1,1,02,0,0,0,0,0,0
674,17330,0,1,0,02,0,0,0,0,0,0
675,17340,0,0,0,02,0,0,0,0,0,0
676,17360,0,0,1,02,0,0,0,0,0,0
677,17410,0,0,0,02,0,0,0,0,0,0
678,17440,0,0,1,03,0,0,0,0,0,0
679,17490,0,0,0,03,0,0,0,0,0,0
680,17520,0,0,1,03,0,0,0,0,0,0
681,17570,0,0,0,03,0,0,0,0,0,0
682,17600,0,0,1,03,0,0,0,0,0,0
683,17650,0,0,0,03,0,0,0,0,0,0
684,17680,0,0,1,03,0,0,0,0,0,0
685,17730,0,0,0,03,0,0,0,0,0,0
686,17760,0,0,1,03,0,0,0,0,0,0
687,17810,0,0,0,03,0,0,0,0,0,0
688,17840,0,0,1,03,0,0,0,0,0,0
689,17890,0,0,0,03,0,0,0,0,0,0
690,17920,0,0,1,03,0,0,0,0,0,0
691,17970,0,0,0,03,0,0,0,0,0,0
692,17980,1,0,0,03,0,0,0,0,0,0
693,18000,1,0,1,03,0,0,0,0,0,0
694,18050,1,0,0,03,0,0,0,0,0,0
695,18080,1,0,1,03,0,0,0,0,0,0
696,18130,1,0,0,03,0,0,0,0,0,0
697,18160,1,0,1,03,0,0,0,0,0,0
698,18210,1,0,0,03,0,0,0,0,0,0
699,18240,1,0,1,03,0,0,0,0,0,0
700,18290,1,0,0,03,0,0,0,0,0,0
701,18310,0,0,0,03,0,0,0,0,0,0
702,18320,0,0,1,03,0,0,0,0,0,0
703,18370,0,0,0,03,0,0,0,0,0,0
704,18400,0,0,1,03,0,0,0,0,0,0
705,18450,0,0,0,03,0,0,0,0,0,0
706,18480,0,0,1,03,0,0,0,0,0,0
707,18530,0,0,0,03,0,0,0,0,0,0
708,18560,0,0,1,03,0,0,0,0,0,0
709,18610,0,0,0,03,0,0,0,0,0,0
710,18640,0,0,1,03,0,0,0,0,0,0
711,18690,0,0,0,03,0,0,0,0,0,0
712,18720,0,0,1,03,0,0,0,0,0,0
713,18770,0,0,0,03,0,0,0,0,0,0
714,18780,0,0,0,03,1,0,0,1,0,0
715,18790,0,0,0,03,1,1,0,1,1,0
716,18800,0,0,1,03,1,1,1,1,1,1
717,18850,0,0,0,03,1,1,1,1,1,1
718,18870,0,0,0,03,0,1,1,0,1,1
719,18880,0,0,1,03,0,0,0,0,0,0
720,18930,0,0,0,03,0,0,0,0,0,0
721,18940,0,0,0,03,1,0,0,1,0,0
722,18950,0,0,0,03,1,1,0,1,1,0
723,18960,0,0,1,03,1,1,1,1,1,1
724,19010,0,0,0,03,1,1,1,1,1,1
725,19030,0,0,0,03,0,1,1,0,1,1
726,19040,0,0,1,03,0,0,0,0,0,0
727,19090,0,0,0,03,0,0,0,0,0,0
728,19100,0,0,0,03,1,0,0,1,0,0
729,19110,0,0,0,03,1,1,0,1,1,0
730,19120,0,0,1,03,1,1,1,1,1,1
731,19170,0,0,0,03,1,1,1,1,1,1
732,19190,0,0,0,03,0,1,1,0,1,1
733,19200,0,0,1,03,0,0,0,0,0,0
734,19250,0,0,0,03,0,0,0,0,0,0
735,19260,0,0,0,03,1,0,0,1,0,0
736,19270,0,0,0,03,1,1,0,1,1,0
737,19280,0,0,1,03,1,1,1,1,1,1
738,19330,0,0,0,03,1,1,1,1,1,1
739,19350,0,0,0,03,0,1,1,0,1,1
740,19360,0,0,1,03,0,0,0,0,0,0
741,19410,0,0,0,03,0,0,0,0,0,0
742,19440,0,0,1,03,0,0,0,0,0,0
743,19490,0,0,0,03,0,0,0,0,0,0
744,19520,0,0,1,03,0,0,0,0,0,0
745,19570,0,0,0,03,0,0,0,0,0,0
746,19600,0,0,1,03,0,0,0,0,0,0
747,19650,0,0,0,03,0,0,0,0,0,0
748,19680,0,0,1,03,0,0,0,0,0,0
749,19730,0,0,0,03,0,0,0,0,0,0
750,19760,0,0,1,03,0,0,0,0,0,0
751,19810,0,0,0,03,0,0,0,0,0,0
752,19840,0,0,1,03,0,0,0,0,0,0
753,19890,0,0,0,03,0,0,0,0,0,0
754,19920,0,0,1,03,0,0,0,0,0,0
755,19970,0,0,0,03,0,0,0,0,0,0
756,20000,0,0,1,03,0,0,0,0,0,0
757,20050,0,0,0,03,0,0,0,0,0,0
758,20060,0,0,0,03,1,0,0,1,0,0
759,20070,0,0,0,03,1,1,0,1,1,0
760,20080,0,0,1,03,1,1,1,1,1,1
761,20130,0,0,0,03,1,1,1,1,1,1
762,20150,0,0,0,03,0,1,1,0,1,1
763,20160,0,0,1,03,0,0,0,0,0,0
764,20210,0,0,0,03,0,0,0,0,0,0
765,20220,0,0,0,03,1,0,0,1,0,0
766,20230,0,0,0,03,1,1,0,1,1,0
767,20240,0,0,1,03,1,1,1,1,1,1
768,20290,0,0,0,03,1,1,1,1,1,1
769,20310,0,0,0,03,0,1,1,0,1,1
770,20320,0,0,1,03,0,0,0,0,0,0
771,20370,0,0,0,03,0,0,0,0,0,0
772,20380,0,0,0,03,1,0,0,1,0,0
773,20390,0,0,0,03,1,1,0,1,1,0
774,20400,0,0,1,03,1,1,1,1,1,1
775,20450,0,0,0,03,1,1,1,1,1,1
776,20470,0,0,0,03,0,1,1,0,1,1
777,20480,0,0,1,03,0,0,0,0,0,0
778,20530,0,0,0,03,0,0,0,0,0,0
779,20540,0,0,0,03,1,0,0,1,0,0
780,20550,0,0,0,03,1,1,0,1,1,0
781,20560,0,0,1,03,1,1,1,1,1,1
782,20610,0,0,0,03,1,1,1,1,1,1
783,20630,0,0,0,03,0,1,1,0,1,1
784,20640,0,0,1,03,0,0,0,0,0,0
785,20690,0,0,0,03,0,0,0,0,0,0
786,20720,0,0,1,03,0,0,0,0,0,0
787,20770,0,0,0,03,0,0,0,0,0,0
788,20800,0,0,1,03,0,0,0,0,0,0
789,20850,0,0,0,03,0,0,0,0,0,0
790,20880,0,0,1,03,0,0,0,0,0,0
791,20930,0,0,0,03,0,0,0,0,0,0
792,20960,0,0,1,03,0,0,0,0,0,0
793,21010,0,0,0,03,0,0,0,0,0,0
794,21040,0,0,1,03,0,0,0,0,0,0
795,21090,0,0,0,03,0,0,0,0,0,0
796,21120,0,0,1,03,0,0,0,0,0,0
797,21170,0,0,0,03,0,0,0,0,0,0
798,21200,0,0,1,03,0,0,0,0,0,0
799,21250,0,0,0,03,0,0,0,0,0,0
800,21280,0,0,1,03,0,0,0,0,0,0
801,21330,0,0,0,03,0,0,0,0,0,0
802,21340,0,0,0,03,1,0,0,1,0,0
803,21350,0,0,0,03,1,1,0,1,1,0
804,21360,0,0,1,03,1,1,1,1,1,1
805,21410,0,0,0,03,1,1,1,1,1,1
806,21430,0,0,0,03,0,1,1,0,1,1
807,21440,0,0,1,03,0,0,0,0,0,0
808,21490,0,0,0,03,0,0,0,0,0,0
809,21500,0,0,0,03,1,0,0,1,0,0
810,21510,0,0,0,03,1,1,0,1,1,0
811,21520,0,0,1,03,1,1,1,1,1,1
812,21570,0,0,0,03,1,1,1,1,1,1
813,21590,0,0,0,03,0,1,1,0,1,1
814,21600,0,0,1,03,0,0,0,0,0,0
815,21650,0,0,0,03,0,0,0,0,0,0
816,21660,0,0,0,03,1,0,0,1,0,0
817,21670,0,0,0,03,1,1,0,1,1,0
818,21680,0,0,1,03,1,1,1,1,1,1
819,21730,0,0,0,03,1,1,1,1,1,1
820,21750,0,0,0,03,0,1,1,0,1,1
821,21760,0,0,1,03,0,0,0,0,0,0
822,21810,0,0,0,03,0,0,0,0,0,0
823,21820,0,0,0,03,1,0,0,1,0,0
824,21830,0,0,0,03,1,1,0,1,1,0
825,21840,0,0,1,03,1,1,1,1,1,1
826,21890,0,0,0,03,1,1,1,1,1,1
827,21910,0,0,0,03,0,1,1,0,1,1
828,21920,0,0,1,03,0,0,0,0,0,0
829,21970,0,0,0,03,0,0,0,0,0,0
830,22000,0,0,1,03,0,0,0,0,0,0
831,22050,0,0,0,03,0,0,0,0,0,0
832,22080,0,0,1,03,0,0,0,0,0,0
833,22130,0,0,0,03,0,0,0,0,0,0
834,22160,0,0,1,03,0,0,0,0,0,0
835,22210,0,0,0,03,0,0,0,0,0,0
836,22240,0,0,1,03,0,0,0,0,0,0
837,22290,0,0,0,03,0,0,0,0,0,0
838,22320,0,0,1,03,0,0,0,0,0,0
839,22370,0,0,0,03,0,0,0,0,0,0
840,22400,0,0,1,03,0,0,0,0,0,0
841,22450,0,0,0,03,0,0,0,0,0,0
842,22480,0,0,1,03,0,0,0,0,0,0
843,22530,0,0,0,03,0,0,0,0,0,0
844,22560,0,0,1,03,0,0,0,0,0,0
845,22610,0,0,0,03,0,0,0,0,0,0
846,22620,0,0,0,03,1,0,0,1,0,0
847,22630,0,0,0,03,1,1,0,1,1,0
848,22640,0,0,1,03,1,1,1,1,1,1
849,22690,0,0,0,03,1,1,1,1,1,1
850,22710,0,0,0,03,0,1,1,0,1,1
851,22720,0,0,1,03,0,0,0,0,0,0
852,22770,0,0,0,03,0,0,0,0,0,0
853,22780,0,1,0,03,1,0,0,1,0,0
854,22790,0,1,0,03,1,1,0,1,1,0
855,22800,0,1,1,03,1,1,1,1,1,1
856,22850,0,1,0,03,1,1,1,1,1,1
857,22870,0,1,0,03,0,1,1,0,1,1
858,22880,0,1,1,03,0,0,0,0,0,0
859,22930,0,1,0,03,0,0,0,0,0,0
860,22940,0,1,0,03,1,0,0,1,0,0
861,22950,0,1,0,03,1,1,0,1,1,0
862,22960,0,1,1,03,1,1,1,1,1,1
863,23010,0,1,0,03,1,1,1,1,1,1
864,23030,0,1,0,03,0,1,1,0,1,1
865,23040,0,1,1,03,0,0,0,0,0,0
866,23090,0,1,0,03,0,0,0,0,0,0
867,23100,0,1,0,03,1,0,0,1,0,0
868,23110,0,1,0,03,1,1,0,1,1,0
869,23120,0,1,1,03,1,1,1,1,1,1
870,23170,0,1,0,03,1,1,1,1,1,1
871,23180,0,0,0,03,1,1,1,1,1,1
872,23190,0,0,0,03,0,1,1,0,1,1
873,23200,0,0,1,03,0,0,0,0,0,0
874,23250,0,0,0,03,0,0,0,0,0,0
875,23280,0,0,1,03,0,0,0,0,0,0
876,23330,0,0,0,03,0,0,0,0,0,0
877,23360,0,0,1,03,0,0,0,0,0,0
878,23410,0,0,0,03,0,0,0,0,0,0
879,23440,0,0,1,03,0,0,0,0,0,0
880,23490,0,0,0,03,0,0,0,0,0,0
881,23520,0,0,1,03,0,0,0,0,0,0
882,23570,0,0,0,03,0,0,0,0,0,0
883,23600,0,0,1,03,0,0,0,0,0,0
884,23650,0,0,0,03,0,0,0,0,0,0
885,23680,0,0,1,03,0,0,0,0,0,0
886,23730,0,0,0,03,0,0,0,0,0,0
887,23760,0,0,1,03,0,0,0,0,0,0
888,23810,0,0,0,03,0,0,0,0,0,0
889,23840,0,0,1,03,0,0,0,0,0,0
890,23890,0,0,0,03,0,0,0,0,0,0
891,23920,0,0,1,03,0,0,0,0,0,0
892,23970,0,0,0,03,0,0,0,0,0,0
893,23980,0,0,0,07,0,0,0,0,0,0
894,23990,0,0,0,04,0,0,0,0,0,0
895,24000,0,0,1,04,0,0,0,0,0,0
896,24050,0,0,0,04,0,0,0,0,0,0
897,24080,0,0,1,04,0,0,0,0,0,0
898,24130,0,0,0,04,0,0,0,0,0,0
899,24160,0,0,1,04,0,0,0,0,0,0
900,24210,0,0,0,04,0,0,0,0,0,0
901,24240,0,0,1,04,0,0,0,0,0,0
902,24290,0,0,0,04,0,0,0,0,0,0
903,24320,0,0,1,04,0,0,0,0,0,0
904,24370,0,0,0,04,0,0,0,0,0,0
905,24400,0,0,1,04,0,0,0,0,0,0
906,24450,0,0,0,04,0,0,0,0,0,0
907,24460,1,0,0,04,1,0,0,1,0,0
908,24470,1,0,0,04,1,1,0,1,1,0
909,24480,1,0,1,04,1,1,1,1,1,1
910,24530,1,0,0,04,1,1,1,1,1,1
911,24550,1,0,0,04,0,1,1,0,1,1
912,24560,1,0,1,04,0,0,0,0,0,0
913,24610,1,0,0,04,0,0,0,0,0,0
914,24620,1,0,0,04,1,0,0,1,0,0
915,24630,1,0,0,04,1,1,0,1,1,0
916,24640,1,0,1,04,1,1,1,1,1,1
917,24690,1,0,0,04,1,1,1,1,1,1
918,24710,1,0,0,04,0,1,1,0,1,1
919,24720,1,0,1,04,0,0,0,0,0,0
920,24770,1,0,0,04,0,0,0,0,0,0
921,24780,1,0,0,04,1,0,0,1,0,0
922,24790,0,0,0,04,1,1,0,1,1,0
923,24800,0,0,1,04,1,1,1,1,1,1
924,24850,0,0,0,04,1,1,1,1,1,1
925,24870,0,0,0,04,0,1,1,0,1,1
926,24880,0,0,1,04,0,0,0,0,0,0
927,24930,0,0,0,04,0,0,0,0,0,0
928,24940,0,0,0,04,1,0,0,1,0,0
929,24950,0,0,0,04,1,1,0,1,1,0
930,24960,0,0,1,04,1,1,1,1,1,1
931,25010,0,0,0,04,1,1,1,1,1,1
932,25030,0,0,0,04,0,1,1,0,1,1
933,25040,0,0,1,04,0,0,0,0,0,0
934,25090,0,0,0,04,0,0,0,0,0,0
935,25100,0,0,0,04,1,0,0,1,0,0
936,25110,0,0,0,04,1,1,0,1,1,0
937,25120,0,0,1,04,1,1,1,1,1,1
938,25170,0,0,0,04,1,1,1,1,1,1
939,25190,0,0,0,04,0,1,1,0,1,1
940,25200,0,0,1,04,0,0,0,0,0,0
941,25250,0,0,0,04,0,0,0,0,0,0
942,25280,0,0,1,04,0,0,0,0,0,0
943,25330,0,0,0,04,0,0,0,0,0,0
944,25360,0,0,1,04,0,0,0,0,0,0
945,25410,0,0,0,04,0,0,0,0,0,0
946,25440,0,0,1,04,0,0,0,0,0,0
947,25490,0,0,0,04,0,0,0,0,0,0
948,25520,0,0,1,04,0,0,0,0,0,0
949,25570,0,0,0,04,0,0,0,0,0,0
950,25600,0,0,1,04,0,0,0,0,0,0
951,25650,0,0,0,04,0,0,0,0,0,0
952,25680,0,0,1,04,0,0,0,0,0,0
953,25730,0,0,0,04,0,0,0,0,0,0
954,25740,0,0,0,04,1,0,0,1,0,0
955,25750,0,0,0,04,1,1,0,1,1,0
956,25760,0,0,1,04,1,1,1,1,1,1
957,25810,0,0,0,04,1,1,1,1,1,1
958,25830,0,0,0,04,0,1,1,0,1,1
959,25840,0,0,1,04,0,0,0,0,0,0
960,25890,0,0,0,04,0,0,0,0,0,0
961,25900,0,0,0,04,1,0,0,1,0,0
962,25910,0,0,0,04,1,1,0,1,1,0
963,25920,0,0,1,04,1,1,1,1,1,1
964,25970,0,0,0,04,1,1,1,1,1,1
965,25990,0,0,0,04,0,1,1,0,1,1
966,26000,0,0,1,04,0,0,0,0,0,0
967,26050,0,0,0,04,0,0,0,0,0,0
968,26060,0,0,0,04,1,0,0,1,0,0
969,26070,0,0,0,04,1,1,0,1,1,0
970,26080,0,0,1,04,1,1,1,1,1,1
971,26130,0,0,0,04,1,1,1,1,1,1
972,26150,0,0,0,04,0,1,1,0,1,1
973,26160,0,0,1,04,0,0,0,0,0,0
974,26210,0,0,0,04,0,0,0,0,0,0
975,26220,0,0,0,04,1,0,0,1,0,0
976,26230,0,0,0,04,1,1,0,1,1,0
977,26240,0,0,1,04,1,1,1,1,1,1
978,26290,0,0,0,04,1,1,1,1,1,1
979,26310,0,0,0,04,0,1,1,0,1,1
980,26320,0,0,1,04,0,0,0,0,0,0
981,26370,0,0,0,04,0,0,0,0,0,0
982,26380,0,0,0,04,1,0,0,1,0,0
983,26390,0,0,0,04,1,1,0,1,1,0
984,26400,0,0,1,04,1,1,1,1,1,1
985,26450,0,0,0,04,1,1,1,1,1,1
986,26470,0,0,0,04,0,1,1,0,1,1
987,26480,0,0,1,04,0,0,0,0,0,0
988,26530,0,0,0,04,0,0,0,0,0,0
989,26560,0,0,1,04,0,0,0,0,0,0
990,26610,0,0,0,04,0,0,0,0,0,0
991,26640,0,0,1,04,0,0,0,0,0,0
992,26690,0,0,0,04,0,0,0,0,0,0
993,26720,0,0,1,04,0,0,0,0,0,0
994,26770,0,0,0,04,0,0,0,0,0,0
995,26800,0,0,1,04,0,0,0,0,0,0
996,26850,0,0,0,04,0,0,0,0,0,0
997,26880,0,0,1,04,0,0,0,0,0,0
998,26930,0,0,0,04,0,0,0,0,0,0
999,26960,0,0,1,04,0,0,0,0,0,0
1000,27010,0,0,0,04,0,0,0,0,0,0
1001,27020,0,0,0,04,1,0,0,1,0,0
1002,27030,0,0,0,04,1,1,0,1,1,0
1003,27040,0,0,1,04,1,1,1,1,1,1
1004,27090,0,0,0,04,1,1,1,1,1,1
1005,27110,0,0,0,04,0,1,1,0,1,1
1006,27120,0,0,1,04,0,0,0,0,0,0
1007,27170,0,0,0,04,0,0,0,0,0,0
1008,27180,0,0,0,04,1,0,0,1,0,0
1009,27190,0,0,0,04,1,1,0,1,1,0
1010,27200,0,0,1,04,1,1,1,1,1,1
1011,27250,0,0,0,04,1,1,1,1,1,1
1012,27270,0,0,0,04,0,1,1,0,1,1
1013,27280,0,0,1,04,0,0,0,0,0,0
1014,27330,0,0,0,04,0,0,0,0,0,0
1015,27340,0,0,0,04,1,0,0,1,0,0
1016,27350,0,0,0,04,1,1,0,1,1,0
1017,27360,0,0,1,04,1,1,1,1,1,1
1018,27410,0,0,0,04,1,1,1,1,1,1
1019,27430,0,0,0,04,0,1,1,0,1,1
1020,27440,0,0,1,04,0,0,0,0,0,0
1021,27490,0,0,0,04,0,0,0,0,0,0
1022,27500,0,0,0,04,1,0,0,1,0,0
1023,27510,0,0,0,04,1,1,0,1,1,0
1024,27520,0,0,1,04,1,1,1,1,1,1
1025,27570,0,0,0,04,1,1,1,1,1,1
1026,27590,0,0,0,04,0,1,1,0,1,1
1027,27600,0,0,1,04,0,0,0,0,0,0
1028,27650,0,0,0,04,0,0,0,0,0,0
1029,27660,0,0,0,04,1,0,0,1,0,0
1030,27670,0,0,0,04,1,1,0,1,1,0
1031,27680,0,0,1,04,1,1,1,1,1,1
1032,27730,0,0,0,04,1,1,1,1,1,1
1033,27750,0,0,0,04,0,1,1,0,1,1
1034,27760,0,0,1,04,0,0,0,0,0,0
1035,27810,0,0,0,04,0,0,0,0,0,0
1036,27840,0,0,1,04,0,0,0,0,0,0
1037,27890,0,0,0,04,0,0,0,0,0,0
1038,27920,0,0,1,04,0,0,0,0,0,0
1039,27970,0,0,0,04,0,0,0,0,0,0
1040,28000,0,0,1,04,0,0,0,0,0,0
1041,28050,0,0,0,04,0,0,0,0,0,0
1042,28080,0,0,1,04,0,0,0,0,0,0
1043,28130,0,0,0,04,0,0,0,0,0,0
1044,28160,0,0,1,04,0,0,0,0,0,0
1045,28210,0,0,0,04,0,0,0,0,0,0
1046,28240,0,0,1,04,0,0,0,0,0,0
1047,28290,0,0,0,04,0,0,0,0,0,0
1048,28300,0,0,0,04,1,0,0,1,0,0
1049,28310,0,0,0,04,1,1,0,1,1,0
1050,28320,0,0,1,04,1,1,1,1,1,1
1051,28370,0,0,0,04,1,1,1,1,1,1
1052,28390,0,0,0,04,0,1,1,0,1,1
1053,28400,0,0,1,04,0,0,0,0,0,0
1054,28450,0,0,0,04,0,0,0,0,0,0
1055,28460,0,0,0,04,1,0,0,1,0,0
1056,28470,0,0,0,04,1,1,0,1,1,0
1057,28480,0,0,1,04,1,1,1,1,1,1
1058,28530,0,0,0,04,1,1,1,1,1,1
1059,28550,0,0,0,04,0,1,1,0,1,1
1060,28560,0,0,1,04,0,0,0,0,0,0
1061,28610,0,0,0,04,0,0,0,0,0,0
1062,28620,0,1,0,04,1,0,0,1,0,0
1063,28630,0,1,0,04,1,1,0,1,1,0
1064,28640,0,1,1,04,1,1,1,1,1,1
1065,28690,0,1,0,04,1,1,1,1,1,1
1066,28710,0,1,0,04,0,1,1,0,1,1
1067,28720,0,1,1,04,0,0,0,0,0,0
1068,28770,0,1,0,04,0,0,0,0,0,0
1069,28780,0,1,0,04,1,0,0,1,0,0
1070,28790,0,1,0,04,1,1,0,1,1,0
1071,28800,0,1,1,04,1,1,1,1,1,1
1072,28850,0,1,0,04,1,1,1,1,1,1
1073,28870,0,1,0,04,0,1,1,0,1,1
1074,28880,0,1,1,04,0,0,0,0,0,0
1075,28930,0,1,0,04,0,0,0,0,0,0
1076,28940,0,1,0,04,1,0,0,1,0,0
1077,28950,0,1,0,04,1,1,0,1,1,0
1078,28960,0,1,1,04,1,1,1,1,1,1
1079,29010,0,1,0,04,1,1,1,1,1,1
1080,29020,0,0,0,04,1,1,1,1,1,1
1081,29030,0,0,0,04,0,1,1,0,1,1
1082,29040,0,0,1,04,0,0,0,0,0,0
1083,29090,0,0,0,04,0,0,0,0,0,0
1084,29120,0,0,1,04,0,0,0,0,0,0
1085,29170,0,0,0,04,0,0,0,0,0,0
1086,29200,0,0,1,04,0,0,0,0,0,0
1087,29250,0,0,0,04,0,0,0,0,0,0
1088,29280,0,0,1,04,0,0,0,0,0,0
1089,29330,0,0,0,04,0,0,0,0,0,0
1090,29360,0,0,1,04,0,0,0,0,0,0
1091,29410,0,0,0,04,0,0,0,0,0,0
1092,29440,0,0,1,04,0,0,0,0,0,0
1093,29490,0,0,0,04,0,0,0,0,0,0
1094,29520,0,0,1,04,0,0,0,0,0,0
1095,29570,0,0,0,04,0,0,0,0,0,0
1096,29600,0,0,1,04,0,0,0,0,0,0
1097,29650,0,0,0,04,0,0,0,0,0,0
1098,29680,0,0,1,04,0,0,0,0,0,0
1099,29730,0,0,0,04,0,0,0,0,0,0
